profileID,respID,qID,altID,obsID,type,price,freshness,image
19,1138,2,3,9098,Pink Lady,2.5,Excellent,pinkLady.jpg
78,1138,3,1,9099,Honeycrisp,1.5,Poor,honeycrisp.jpg
90,1138,3,2,9099,Red Delicious,2.5,Poor,redDelicious.jpg
99,1138,3,3,9099,Pink Lady,3.5,Poor,pinkLady.jpg
77,1138,4,1,9100,Gala,1.5,Poor,gala.jpg
63,1138,4,2,9100,Honeycrisp,3.5,Average,honeycrisp.jpg
27,1138,4,3,9100,Gala,3.5,Excellent,gala.jpg
20,1138,5,1,9101,Red Delicious,2.5,Excellent,redDelicious.jpg
66,1138,5,2,9101,Fuji,4,Average,fuji.jpg
60,1138,5,3,9101,Red Delicious,3,Average,redDelicious.jpg
54,1138,6,1,9102,Pink Lady,2.5,Average,pinkLady.jpg
29,1138,6,2,9102,Pink Lady,3.5,Excellent,pinkLady.jpg
99,1138,6,3,9102,Pink Lady,3.5,Poor,pinkLady.jpg
93,1138,7,1,9103,Honeycrisp,3,Poor,honeycrisp.jpg
98,1138,7,2,9103,Honeycrisp,3.5,Poor,honeycrisp.jpg
41,1138,7,3,9103,Fuji,1.5,Average,fuji.jpg
89,1138,8,1,9104,Pink Lady,2.5,Poor,pinkLady.jpg
12,1138,8,2,9104,Gala,2,Excellent,gala.jpg
82,1138,8,3,9104,Gala,2,Poor,gala.jpg
24,1139,1,1,9105,Pink Lady,3,Excellent,pinkLady.jpg
34,1139,1,2,9105,Pink Lady,4,Excellent,pinkLady.jpg
32,1139,1,3,9105,Gala,4,Excellent,gala.jpg
70,1139,2,1,9106,Red Delicious,4,Average,redDelicious.jpg
61,1139,2,2,9106,Fuji,3.5,Average,fuji.jpg
4,1139,2,3,9106,Pink Lady,1,Excellent,pinkLady.jpg
98,1139,3,1,9107,Honeycrisp,3.5,Poor,honeycrisp.jpg
80,1139,3,2,9107,Red Delicious,1.5,Poor,redDelicious.jpg
77,1139,3,3,9107,Gala,1.5,Poor,gala.jpg
91,1139,4,1,9108,Fuji,3,Poor,fuji.jpg
25,1139,4,2,9108,Red Delicious,3,Excellent,redDelicious.jpg
64,1139,4,3,9108,Pink Lady,3.5,Average,pinkLady.jpg
19,1139,5,1,9109,Pink Lady,2.5,Excellent,pinkLady.jpg
44,1139,5,2,9109,Pink Lady,1.5,Average,pinkLady.jpg
100,1139,5,3,9109,Red Delicious,3.5,Poor,redDelicious.jpg
70,1139,6,1,9110,Red Delicious,4,Average,redDelicious.jpg
52,1139,6,2,9110,Gala,2.5,Average,gala.jpg
13,1139,6,3,9110,Honeycrisp,2,Excellent,honeycrisp.jpg
90,1139,7,1,9111,Red Delicious,2.5,Poor,redDelicious.jpg
59,1139,7,2,9111,Pink Lady,3,Average,pinkLady.jpg
30,1139,7,3,9111,Red Delicious,3.5,Excellent,redDelicious.jpg
6,1139,8,1,9112,Fuji,1.5,Excellent,fuji.jpg
31,1139,8,2,9112,Fuji,4,Excellent,fuji.jpg
2,1139,8,3,9112,Gala,1,Excellent,gala.jpg
10,1140,1,1,9113,Red Delicious,1.5,Excellent,redDelicious.jpg
105,1140,1,2,9113,Red Delicious,4,Poor,redDelicious.jpg
13,1140,1,3,9113,Honeycrisp,2,Excellent,honeycrisp.jpg
92,1140,2,1,9114,Gala,3,Poor,gala.jpg
11,1140,2,2,9114,Fuji,2,Excellent,fuji.jpg
20,1140,2,3,9114,Red Delicious,2.5,Excellent,redDelicious.jpg
105,1140,3,1,9115,Red Delicious,4,Poor,redDelicious.jpg
101,1140,3,2,9115,Fuji,4,Poor,fuji.jpg
104,1140,3,3,9115,Pink Lady,4,Poor,pinkLady.jpg
97,1140,4,1,9116,Gala,3.5,Poor,gala.jpg
70,1140,4,2,9116,Red Delicious,4,Average,redDelicious.jpg
81,1140,4,3,9116,Fuji,2,Poor,fuji.jpg
102,1140,5,1,9117,Gala,4,Poor,gala.jpg
82,1140,5,2,9117,Gala,2,Poor,gala.jpg
44,1140,5,3,9117,Pink Lady,1.5,Average,pinkLady.jpg
94,1140,6,1,9118,Pink Lady,3,Poor,pinkLady.jpg
11,1140,6,2,9118,Fuji,2,Excellent,fuji.jpg
47,1140,6,3,9118,Gala,2,Average,gala.jpg
99,1140,7,1,9119,Pink Lady,3.5,Poor,pinkLady.jpg
22,1140,7,2,9119,Gala,3,Excellent,gala.jpg
74,1140,7,3,9119,Pink Lady,1,Poor,pinkLady.jpg
48,1140,8,1,9120,Honeycrisp,2,Average,honeycrisp.jpg
85,1140,8,2,9120,Red Delicious,2,Poor,redDelicious.jpg
82,1140,8,3,9120,Gala,2,Poor,gala.jpg
29,1141,1,1,9121,Pink Lady,3.5,Excellent,pinkLady.jpg
54,1141,1,2,9121,Pink Lady,2.5,Average,pinkLady.jpg
75,1141,1,3,9121,Red Delicious,1,Poor,redDelicious.jpg
40,1141,2,1,9122,Red Delicious,1,Average,redDelicious.jpg
91,1141,2,2,9122,Fuji,3,Poor,fuji.jpg
73,1141,2,3,9122,Honeycrisp,1,Poor,honeycrisp.jpg
2,1141,3,1,9123,Gala,1,Excellent,gala.jpg
68,1141,3,2,9123,Honeycrisp,4,Average,honeycrisp.jpg
102,1141,3,3,9123,Gala,4,Poor,gala.jpg
32,1141,4,1,9124,Gala,4,Excellent,gala.jpg
45,1141,4,2,9124,Red Delicious,1.5,Average,redDelicious.jpg
59,1141,4,3,9124,Pink Lady,3,Average,pinkLady.jpg
1,1141,5,1,9125,Fuji,1,Excellent,fuji.jpg
37,1141,5,2,9125,Gala,1,Average,gala.jpg
53,1141,5,3,9125,Honeycrisp,2.5,Average,honeycrisp.jpg
42,1141,6,1,9126,Gala,1.5,Average,gala.jpg
82,1141,6,2,9126,Gala,2,Poor,gala.jpg
20,1141,6,3,9126,Red Delicious,2.5,Excellent,redDelicious.jpg
89,1141,7,1,9127,Pink Lady,2.5,Poor,pinkLady.jpg
67,1141,7,2,9127,Gala,4,Average,gala.jpg
43,1141,7,3,9127,Honeycrisp,1.5,Average,honeycrisp.jpg
4,1141,8,1,9128,Pink Lady,1,Excellent,pinkLady.jpg
33,1141,8,2,9128,Honeycrisp,4,Excellent,honeycrisp.jpg
44,1141,8,3,9128,Pink Lady,1.5,Average,pinkLady.jpg
74,1142,1,1,9129,Pink Lady,1,Poor,pinkLady.jpg
4,1142,1,2,9129,Pink Lady,1,Excellent,pinkLady.jpg
92,1142,1,3,9129,Gala,3,Poor,gala.jpg
69,1142,2,1,9130,Pink Lady,4,Average,pinkLady.jpg
10,1142,2,2,9130,Red Delicious,1.5,Excellent,redDelicious.jpg
79,1142,2,3,9130,Pink Lady,1.5,Poor,pinkLady.jpg
76,1142,3,1,9131,Fuji,1.5,Poor,fuji.jpg
53,1142,3,2,9131,Honeycrisp,2.5,Average,honeycrisp.jpg
43,1142,3,3,9131,Honeycrisp,1.5,Average,honeycrisp.jpg
32,1142,4,1,9132,Gala,4,Excellent,gala.jpg
17,1142,4,2,9132,Gala,2.5,Excellent,gala.jpg
100,1142,4,3,9132,Red Delicious,3.5,Poor,redDelicious.jpg
11,1142,5,1,9133,Fuji,2,Excellent,fuji.jpg
74,1142,5,2,9133,Pink Lady,1,Poor,pinkLady.jpg
73,1142,5,3,9133,Honeycrisp,1,Poor,honeycrisp.jpg
43,1142,6,1,9134,Honeycrisp,1.5,Average,honeycrisp.jpg
48,1142,6,2,9134,Honeycrisp,2,Average,honeycrisp.jpg
55,1142,6,3,9134,Red Delicious,2.5,Average,redDelicious.jpg
75,1142,7,1,9135,Red Delicious,1,Poor,redDelicious.jpg
98,1142,7,2,9135,Honeycrisp,3.5,Poor,honeycrisp.jpg
100,1142,7,3,9135,Red Delicious,3.5,Poor,redDelicious.jpg
76,1142,8,1,9136,Fuji,1.5,Poor,fuji.jpg
4,1142,8,2,9136,Pink Lady,1,Excellent,pinkLady.jpg
97,1142,8,3,9136,Gala,3.5,Poor,gala.jpg
41,1143,1,1,9137,Fuji,1.5,Average,fuji.jpg
43,1143,1,2,9137,Honeycrisp,1.5,Average,honeycrisp.jpg
4,1143,1,3,9137,Pink Lady,1,Excellent,pinkLady.jpg
82,1143,2,1,9138,Gala,2,Poor,gala.jpg
70,1143,2,2,9138,Red Delicious,4,Average,redDelicious.jpg
27,1143,2,3,9138,Gala,3.5,Excellent,gala.jpg
51,1143,3,1,9139,Fuji,2.5,Average,fuji.jpg
42,1143,3,2,9139,Gala,1.5,Average,gala.jpg
92,1143,3,3,9139,Gala,3,Poor,gala.jpg
73,1143,4,1,9140,Honeycrisp,1,Poor,honeycrisp.jpg
62,1143,4,2,9140,Gala,3.5,Average,gala.jpg
1,1143,4,3,9140,Fuji,1,Excellent,fuji.jpg
95,1143,5,1,9141,Red Delicious,3,Poor,redDelicious.jpg
19,1143,5,2,9141,Pink Lady,2.5,Excellent,pinkLady.jpg
96,1143,5,3,9141,Fuji,3.5,Poor,fuji.jpg
45,1143,6,1,9142,Red Delicious,1.5,Average,redDelicious.jpg
10,1143,6,2,9142,Red Delicious,1.5,Excellent,redDelicious.jpg
4,1143,6,3,9142,Pink Lady,1,Excellent,pinkLady.jpg
62,1143,7,1,9143,Gala,3.5,Average,gala.jpg
44,1143,7,2,9143,Pink Lady,1.5,Average,pinkLady.jpg
19,1143,7,3,9143,Pink Lady,2.5,Excellent,pinkLady.jpg
79,1143,8,1,9144,Pink Lady,1.5,Poor,pinkLady.jpg
89,1143,8,2,9144,Pink Lady,2.5,Poor,pinkLady.jpg
95,1143,8,3,9144,Red Delicious,3,Poor,redDelicious.jpg
86,1144,1,1,9145,Fuji,2.5,Poor,fuji.jpg
43,1144,1,2,9145,Honeycrisp,1.5,Average,honeycrisp.jpg
33,1144,1,3,9145,Honeycrisp,4,Excellent,honeycrisp.jpg
6,1144,2,1,9146,Fuji,1.5,Excellent,fuji.jpg
34,1144,2,2,9146,Pink Lady,4,Excellent,pinkLady.jpg
47,1144,2,3,9146,Gala,2,Average,gala.jpg
27,1144,3,1,9147,Gala,3.5,Excellent,gala.jpg
35,1144,3,2,9147,Red Delicious,4,Excellent,redDelicious.jpg
104,1144,3,3,9147,Pink Lady,4,Poor,pinkLady.jpg
60,1144,4,1,9148,Red Delicious,3,Average,redDelicious.jpg
30,1144,4,2,9148,Red Delicious,3.5,Excellent,redDelicious.jpg
100,1144,4,3,9148,Red Delicious,3.5,Poor,redDelicious.jpg
73,1144,5,1,9149,Honeycrisp,1,Poor,honeycrisp.jpg
82,1144,5,2,9149,Gala,2,Poor,gala.jpg
31,1144,5,3,9149,Fuji,4,Excellent,fuji.jpg
50,1144,6,1,9150,Red Delicious,2,Average,redDelicious.jpg
81,1144,6,2,9150,Fuji,2,Poor,fuji.jpg
7,1144,6,3,9150,Gala,1.5,Excellent,gala.jpg
58,1144,7,1,9151,Honeycrisp,3,Average,honeycrisp.jpg
69,1144,7,2,9151,Pink Lady,4,Average,pinkLady.jpg
6,1144,7,3,9151,Fuji,1.5,Excellent,fuji.jpg
103,1144,8,1,9152,Honeycrisp,4,Poor,honeycrisp.jpg
10,1144,8,2,9152,Red Delicious,1.5,Excellent,redDelicious.jpg
65,1144,8,3,9152,Red Delicious,3.5,Average,redDelicious.jpg
38,1145,1,1,9153,Honeycrisp,1,Average,honeycrisp.jpg
58,1145,1,2,9153,Honeycrisp,3,Average,honeycrisp.jpg
11,1145,1,3,9153,Fuji,2,Excellent,fuji.jpg
65,1145,2,1,9154,Red Delicious,3.5,Average,redDelicious.jpg
74,1145,2,2,9154,Pink Lady,1,Poor,pinkLady.jpg
64,1145,2,3,9154,Pink Lady,3.5,Average,pinkLady.jpg
87,1145,3,1,9155,Gala,2.5,Poor,gala.jpg
59,1145,3,2,9155,Pink Lady,3,Average,pinkLady.jpg
31,1145,3,3,9155,Fuji,4,Excellent,fuji.jpg
7,1145,4,1,9156,Gala,1.5,Excellent,gala.jpg
84,1145,4,2,9156,Pink Lady,2,Poor,pinkLady.jpg
93,1145,4,3,9156,Honeycrisp,3,Poor,honeycrisp.jpg
87,1145,5,1,9157,Gala,2.5,Poor,gala.jpg
26,1145,5,2,9157,Fuji,3.5,Excellent,fuji.jpg
5,1145,5,3,9157,Red Delicious,1,Excellent,redDelicious.jpg
43,1145,6,1,9158,Honeycrisp,1.5,Average,honeycrisp.jpg
22,1145,6,2,9158,Gala,3,Excellent,gala.jpg
56,1145,6,3,9158,Fuji,3,Average,fuji.jpg
38,1145,7,1,9159,Honeycrisp,1,Average,honeycrisp.jpg
36,1145,7,2,9159,Fuji,1,Average,fuji.jpg
14,1145,7,3,9159,Pink Lady,2,Excellent,pinkLady.jpg
44,1145,8,1,9160,Pink Lady,1.5,Average,pinkLady.jpg
38,1145,8,2,9160,Honeycrisp,1,Average,honeycrisp.jpg
83,1145,8,3,9160,Honeycrisp,2,Poor,honeycrisp.jpg
13,1146,1,1,9161,Honeycrisp,2,Excellent,honeycrisp.jpg
74,1146,1,2,9161,Pink Lady,1,Poor,pinkLady.jpg
88,1146,1,3,9161,Honeycrisp,2.5,Poor,honeycrisp.jpg
57,1146,2,1,9162,Gala,3,Average,gala.jpg
97,1146,2,2,9162,Gala,3.5,Poor,gala.jpg
89,1146,2,3,9162,Pink Lady,2.5,Poor,pinkLady.jpg
104,1146,3,1,9163,Pink Lady,4,Poor,pinkLady.jpg
33,1146,3,2,9163,Honeycrisp,4,Excellent,honeycrisp.jpg
78,1146,3,3,9163,Honeycrisp,1.5,Poor,honeycrisp.jpg
87,1146,4,1,9164,Gala,2.5,Poor,gala.jpg
54,1146,4,2,9164,Pink Lady,2.5,Average,pinkLady.jpg
91,1146,4,3,9164,Fuji,3,Poor,fuji.jpg
13,1146,5,1,9165,Honeycrisp,2,Excellent,honeycrisp.jpg
12,1146,5,2,9165,Gala,2,Excellent,gala.jpg
82,1146,5,3,9165,Gala,2,Poor,gala.jpg
75,1146,6,1,9166,Red Delicious,1,Poor,redDelicious.jpg
19,1146,6,2,9166,Pink Lady,2.5,Excellent,pinkLady.jpg
79,1146,6,3,9166,Pink Lady,1.5,Poor,pinkLady.jpg
48,1146,7,1,9167,Honeycrisp,2,Average,honeycrisp.jpg
54,1146,7,2,9167,Pink Lady,2.5,Average,pinkLady.jpg
61,1146,7,3,9167,Fuji,3.5,Average,fuji.jpg
94,1146,8,1,9168,Pink Lady,3,Poor,pinkLady.jpg
44,1146,8,2,9168,Pink Lady,1.5,Average,pinkLady.jpg
27,1146,8,3,9168,Gala,3.5,Excellent,gala.jpg
9,1147,1,1,9169,Pink Lady,1.5,Excellent,pinkLady.jpg
58,1147,1,2,9169,Honeycrisp,3,Average,honeycrisp.jpg
53,1147,1,3,9169,Honeycrisp,2.5,Average,honeycrisp.jpg
68,1147,2,1,9170,Honeycrisp,4,Average,honeycrisp.jpg
61,1147,2,2,9170,Fuji,3.5,Average,fuji.jpg
83,1147,2,3,9170,Honeycrisp,2,Poor,honeycrisp.jpg
49,1147,3,1,9171,Pink Lady,2,Average,pinkLady.jpg
75,1147,3,2,9171,Red Delicious,1,Poor,redDelicious.jpg
85,1147,3,3,9171,Red Delicious,2,Poor,redDelicious.jpg
41,1147,4,1,9172,Fuji,1.5,Average,fuji.jpg
27,1147,4,2,9172,Gala,3.5,Excellent,gala.jpg
63,1147,4,3,9172,Honeycrisp,3.5,Average,honeycrisp.jpg
104,1147,5,1,9173,Pink Lady,4,Poor,pinkLady.jpg
44,1147,5,2,9173,Pink Lady,1.5,Average,pinkLady.jpg
103,1147,5,3,9173,Honeycrisp,4,Poor,honeycrisp.jpg
70,1147,6,1,9174,Red Delicious,4,Average,redDelicious.jpg
51,1147,6,2,9174,Fuji,2.5,Average,fuji.jpg
1,1147,6,3,9174,Fuji,1,Excellent,fuji.jpg
24,1147,7,1,9175,Pink Lady,3,Excellent,pinkLady.jpg
91,1147,7,2,9175,Fuji,3,Poor,fuji.jpg
56,1147,7,3,9175,Fuji,3,Average,fuji.jpg
35,1147,8,1,9176,Red Delicious,4,Excellent,redDelicious.jpg
97,1147,8,2,9176,Gala,3.5,Poor,gala.jpg
62,1147,8,3,9176,Gala,3.5,Average,gala.jpg
48,1148,1,1,9177,Honeycrisp,2,Average,honeycrisp.jpg
63,1148,1,2,9177,Honeycrisp,3.5,Average,honeycrisp.jpg
6,1148,1,3,9177,Fuji,1.5,Excellent,fuji.jpg
77,1148,2,1,9178,Gala,1.5,Poor,gala.jpg
43,1148,2,2,9178,Honeycrisp,1.5,Average,honeycrisp.jpg
100,1148,2,3,9178,Red Delicious,3.5,Poor,redDelicious.jpg
54,1148,3,1,9179,Pink Lady,2.5,Average,pinkLady.jpg
71,1148,3,2,9179,Fuji,1,Poor,fuji.jpg
99,1148,3,3,9179,Pink Lady,3.5,Poor,pinkLady.jpg
81,1148,4,1,9180,Fuji,2,Poor,fuji.jpg
59,1148,4,2,9180,Pink Lady,3,Average,pinkLady.jpg
25,1148,4,3,9180,Red Delicious,3,Excellent,redDelicious.jpg
19,1148,5,1,9181,Pink Lady,2.5,Excellent,pinkLady.jpg
47,1148,5,2,9181,Gala,2,Average,gala.jpg
67,1148,5,3,9181,Gala,4,Average,gala.jpg
33,1148,6,1,9182,Honeycrisp,4,Excellent,honeycrisp.jpg
68,1148,6,2,9182,Honeycrisp,4,Average,honeycrisp.jpg
45,1148,6,3,9182,Red Delicious,1.5,Average,redDelicious.jpg
61,1148,7,1,9183,Fuji,3.5,Average,fuji.jpg
68,1148,7,2,9183,Honeycrisp,4,Average,honeycrisp.jpg
18,1148,7,3,9183,Honeycrisp,2.5,Excellent,honeycrisp.jpg
83,1148,8,1,9184,Honeycrisp,2,Poor,honeycrisp.jpg
52,1148,8,2,9184,Gala,2.5,Average,gala.jpg
72,1148,8,3,9184,Gala,1,Poor,gala.jpg
28,1149,1,1,9185,Honeycrisp,3.5,Excellent,honeycrisp.jpg
36,1149,1,2,9185,Fuji,1,Average,fuji.jpg
81,1149,1,3,9185,Fuji,2,Poor,fuji.jpg
75,1149,2,1,9186,Red Delicious,1,Poor,redDelicious.jpg
29,1149,2,2,9186,Pink Lady,3.5,Excellent,pinkLady.jpg
44,1149,2,3,9186,Pink Lady,1.5,Average,pinkLady.jpg
79,1149,3,1,9187,Pink Lady,1.5,Poor,pinkLady.jpg
5,1149,3,2,9187,Red Delicious,1,Excellent,redDelicious.jpg
61,1149,3,3,9187,Fuji,3.5,Average,fuji.jpg
87,1149,4,1,9188,Gala,2.5,Poor,gala.jpg
9,1149,4,2,9188,Pink Lady,1.5,Excellent,pinkLady.jpg
71,1149,4,3,9188,Fuji,1,Poor,fuji.jpg
28,1149,5,1,9189,Honeycrisp,3.5,Excellent,honeycrisp.jpg
1,1149,5,2,9189,Fuji,1,Excellent,fuji.jpg
41,1149,5,3,9189,Fuji,1.5,Average,fuji.jpg
81,1149,6,1,9190,Fuji,2,Poor,fuji.jpg
1,1149,6,2,9190,Fuji,1,Excellent,fuji.jpg
25,1149,6,3,9190,Red Delicious,3,Excellent,redDelicious.jpg
39,1149,7,1,9191,Pink Lady,1,Average,pinkLady.jpg
11,1149,7,2,9191,Fuji,2,Excellent,fuji.jpg
2,1149,7,3,9191,Gala,1,Excellent,gala.jpg
69,1149,8,1,9192,Pink Lady,4,Average,pinkLady.jpg
28,1149,8,2,9192,Honeycrisp,3.5,Excellent,honeycrisp.jpg
56,1149,8,3,9192,Fuji,3,Average,fuji.jpg
38,1150,1,1,9193,Honeycrisp,1,Average,honeycrisp.jpg
94,1150,1,2,9193,Pink Lady,3,Poor,pinkLady.jpg
92,1150,1,3,9193,Gala,3,Poor,gala.jpg
11,1150,2,1,9194,Fuji,2,Excellent,fuji.jpg
16,1150,2,2,9194,Fuji,2.5,Excellent,fuji.jpg
66,1150,2,3,9194,Fuji,4,Average,fuji.jpg
41,1150,3,1,9195,Fuji,1.5,Average,fuji.jpg
75,1150,3,2,9195,Red Delicious,1,Poor,redDelicious.jpg
102,1150,3,3,9195,Gala,4,Poor,gala.jpg
90,1150,4,1,9196,Red Delicious,2.5,Poor,redDelicious.jpg
35,1150,4,2,9196,Red Delicious,4,Excellent,redDelicious.jpg
48,1150,4,3,9196,Honeycrisp,2,Average,honeycrisp.jpg
90,1150,5,1,9197,Red Delicious,2.5,Poor,redDelicious.jpg
51,1150,5,2,9197,Fuji,2.5,Average,fuji.jpg
102,1150,5,3,9197,Gala,4,Poor,gala.jpg
98,1150,6,1,9198,Honeycrisp,3.5,Poor,honeycrisp.jpg
19,1150,6,2,9198,Pink Lady,2.5,Excellent,pinkLady.jpg
95,1150,6,3,9198,Red Delicious,3,Poor,redDelicious.jpg
38,1150,7,1,9199,Honeycrisp,1,Average,honeycrisp.jpg
28,1150,7,2,9199,Honeycrisp,3.5,Excellent,honeycrisp.jpg
8,1150,7,3,9199,Honeycrisp,1.5,Excellent,honeycrisp.jpg
81,1150,8,1,9200,Fuji,2,Poor,fuji.jpg
63,1150,8,2,9200,Honeycrisp,3.5,Average,honeycrisp.jpg
99,1150,8,3,9200,Pink Lady,3.5,Poor,pinkLady.jpg
11,1151,1,1,9201,Fuji,2,Excellent,fuji.jpg
47,1151,1,2,9201,Gala,2,Average,gala.jpg
76,1151,1,3,9201,Fuji,1.5,Poor,fuji.jpg
19,1151,2,1,9202,Pink Lady,2.5,Excellent,pinkLady.jpg
69,1151,2,2,9202,Pink Lady,4,Average,pinkLady.jpg
88,1151,2,3,9202,Honeycrisp,2.5,Poor,honeycrisp.jpg
12,1151,3,1,9203,Gala,2,Excellent,gala.jpg
11,1151,3,2,9203,Fuji,2,Excellent,fuji.jpg
91,1151,3,3,9203,Fuji,3,Poor,fuji.jpg
25,1151,4,1,9204,Red Delicious,3,Excellent,redDelicious.jpg
42,1151,4,2,9204,Gala,1.5,Average,gala.jpg
92,1151,4,3,9204,Gala,3,Poor,gala.jpg
21,1151,5,1,9205,Fuji,3,Excellent,fuji.jpg
94,1151,5,2,9205,Pink Lady,3,Poor,pinkLady.jpg
7,1151,5,3,9205,Gala,1.5,Excellent,gala.jpg
6,1151,6,1,9206,Fuji,1.5,Excellent,fuji.jpg
40,1151,6,2,9206,Red Delicious,1,Average,redDelicious.jpg
2,1151,6,3,9206,Gala,1,Excellent,gala.jpg
100,1151,7,1,9207,Red Delicious,3.5,Poor,redDelicious.jpg
95,1151,7,2,9207,Red Delicious,3,Poor,redDelicious.jpg
89,1151,7,3,9207,Pink Lady,2.5,Poor,pinkLady.jpg
79,1151,8,1,9208,Pink Lady,1.5,Poor,pinkLady.jpg
4,1151,8,2,9208,Pink Lady,1,Excellent,pinkLady.jpg
53,1151,8,3,9208,Honeycrisp,2.5,Average,honeycrisp.jpg
74,1152,1,1,9209,Pink Lady,1,Poor,pinkLady.jpg
25,1152,1,2,9209,Red Delicious,3,Excellent,redDelicious.jpg
99,1152,1,3,9209,Pink Lady,3.5,Poor,pinkLady.jpg
13,1152,2,1,9210,Honeycrisp,2,Excellent,honeycrisp.jpg
4,1152,2,2,9210,Pink Lady,1,Excellent,pinkLady.jpg
23,1152,2,3,9210,Honeycrisp,3,Excellent,honeycrisp.jpg
2,1152,3,1,9211,Gala,1,Excellent,gala.jpg
65,1152,3,2,9211,Red Delicious,3.5,Average,redDelicious.jpg
104,1152,3,3,9211,Pink Lady,4,Poor,pinkLady.jpg
24,1152,4,1,9212,Pink Lady,3,Excellent,pinkLady.jpg
95,1152,4,2,9212,Red Delicious,3,Poor,redDelicious.jpg
43,1152,4,3,9212,Honeycrisp,1.5,Average,honeycrisp.jpg
100,1152,5,1,9213,Red Delicious,3.5,Poor,redDelicious.jpg
43,1152,5,2,9213,Honeycrisp,1.5,Average,honeycrisp.jpg
34,1152,5,3,9213,Pink Lady,4,Excellent,pinkLady.jpg
51,1152,6,1,9214,Fuji,2.5,Average,fuji.jpg
40,1152,6,2,9214,Red Delicious,1,Average,redDelicious.jpg
62,1152,6,3,9214,Gala,3.5,Average,gala.jpg
15,1152,7,1,9215,Red Delicious,2,Excellent,redDelicious.jpg
53,1152,7,2,9215,Honeycrisp,2.5,Average,honeycrisp.jpg
31,1152,7,3,9215,Fuji,4,Excellent,fuji.jpg
12,1152,8,1,9216,Gala,2,Excellent,gala.jpg
67,1152,8,2,9216,Gala,4,Average,gala.jpg
45,1152,8,3,9216,Red Delicious,1.5,Average,redDelicious.jpg
65,1153,1,1,9217,Red Delicious,3.5,Average,redDelicious.jpg
62,1153,1,2,9217,Gala,3.5,Average,gala.jpg
45,1153,1,3,9217,Red Delicious,1.5,Average,redDelicious.jpg
63,1153,2,1,9218,Honeycrisp,3.5,Average,honeycrisp.jpg
45,1153,2,2,9218,Red Delicious,1.5,Average,redDelicious.jpg
98,1153,2,3,9218,Honeycrisp,3.5,Poor,honeycrisp.jpg
55,1153,3,1,9219,Red Delicious,2.5,Average,redDelicious.jpg
75,1153,3,2,9219,Red Delicious,1,Poor,redDelicious.jpg
21,1153,3,3,9219,Fuji,3,Excellent,fuji.jpg
35,1153,4,1,9220,Red Delicious,4,Excellent,redDelicious.jpg
100,1153,4,2,9220,Red Delicious,3.5,Poor,redDelicious.jpg
94,1153,4,3,9220,Pink Lady,3,Poor,pinkLady.jpg
73,1153,5,1,9221,Honeycrisp,1,Poor,honeycrisp.jpg
55,1153,5,2,9221,Red Delicious,2.5,Average,redDelicious.jpg
68,1153,5,3,9221,Honeycrisp,4,Average,honeycrisp.jpg
11,1153,6,1,9222,Fuji,2,Excellent,fuji.jpg
104,1153,6,2,9222,Pink Lady,4,Poor,pinkLady.jpg
3,1153,6,3,9222,Honeycrisp,1,Excellent,honeycrisp.jpg
93,1153,7,1,9223,Honeycrisp,3,Poor,honeycrisp.jpg
76,1153,7,2,9223,Fuji,1.5,Poor,fuji.jpg
36,1153,7,3,9223,Fuji,1,Average,fuji.jpg
45,1153,8,1,9224,Red Delicious,1.5,Average,redDelicious.jpg
7,1153,8,2,9224,Gala,1.5,Excellent,gala.jpg
17,1153,8,3,9224,Gala,2.5,Excellent,gala.jpg
18,1154,1,1,9225,Honeycrisp,2.5,Excellent,honeycrisp.jpg
58,1154,1,2,9225,Honeycrisp,3,Average,honeycrisp.jpg
28,1154,1,3,9225,Honeycrisp,3.5,Excellent,honeycrisp.jpg
51,1154,2,1,9226,Fuji,2.5,Average,fuji.jpg
84,1154,2,2,9226,Pink Lady,2,Poor,pinkLady.jpg
18,1154,2,3,9226,Honeycrisp,2.5,Excellent,honeycrisp.jpg
15,1154,3,1,9227,Red Delicious,2,Excellent,redDelicious.jpg
49,1154,3,2,9227,Pink Lady,2,Average,pinkLady.jpg
94,1154,3,3,9227,Pink Lady,3,Poor,pinkLady.jpg
90,1154,4,1,9228,Red Delicious,2.5,Poor,redDelicious.jpg
13,1154,4,2,9228,Honeycrisp,2,Excellent,honeycrisp.jpg
69,1154,4,3,9228,Pink Lady,4,Average,pinkLady.jpg
16,1154,5,1,9229,Fuji,2.5,Excellent,fuji.jpg
47,1154,5,2,9229,Gala,2,Average,gala.jpg
59,1154,5,3,9229,Pink Lady,3,Average,pinkLady.jpg
85,1154,6,1,9230,Red Delicious,2,Poor,redDelicious.jpg
21,1154,6,2,9230,Fuji,3,Excellent,fuji.jpg
28,1154,6,3,9230,Honeycrisp,3.5,Excellent,honeycrisp.jpg
81,1154,7,1,9231,Fuji,2,Poor,fuji.jpg
104,1154,7,2,9231,Pink Lady,4,Poor,pinkLady.jpg
103,1154,7,3,9231,Honeycrisp,4,Poor,honeycrisp.jpg
16,1154,8,1,9232,Fuji,2.5,Excellent,fuji.jpg
95,1154,8,2,9232,Red Delicious,3,Poor,redDelicious.jpg
93,1154,8,3,9232,Honeycrisp,3,Poor,honeycrisp.jpg
59,1155,1,1,9233,Pink Lady,3,Average,pinkLady.jpg
103,1155,1,2,9233,Honeycrisp,4,Poor,honeycrisp.jpg
